CO_ANO,CO_MES,KG_LIQUIDO,KG_LIQUIDO_pred_mm,KG_LIQUIDO_pred_s_mm,erro_mm,erro_s_mm,train_size_anos,ad,mm,date,CO_MES_1,CO_MES_2,CO_MES_3,CO_MES_4,CO_MES_5,CO_MES_6,CO_MES_7,CO_MES_8,CO_MES_9,CO_MES_10,CO_MES_11,CO_MES_12,md
2015.0,5.0,41673232.0,72128216,72362749,30454984.0,30689517.0,10.0,8,,,,,,,,,,,,,,,
2015.0,5.0,41673232.0,75398317,75248537,33725085.0,33575305.0,11.0,8,,,,,,,,,,,,,,,
2015.0,5.0,41673232.0,77875118,69144823,36201886.0,27471591.0,12.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,78750468,66832664,10989405.0,22907209.0,5.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,76293069,57588781,13446804.0,32151092.0,6.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,66745804,58236982,22994069.0,31502891.0,7.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,77983322,57827554,11756551.0,31912319.0,8.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,72671277,57162225,17068596.0,32577648.0,9.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,72471874,55420202,17267999.0,34319671.0,10.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,68578009,57093735,21161864.0,32646138.0,11.0,8,,,,,,,,,,,,,,,
2015.0,6.0,89739873.0,75246377,64810967,14493496.0,24928906.0,12.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,127772334,116835561,70712337.0,59775564.0,5.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,124490859,105766493,67430862.0,48706496.0,6.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,119202258,108314784,62142261.0,51254787.0,7.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,118583210,106754840,61523213.0,49694843.0,8.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,119264791,101325300,62204794.0,44265303.0,9.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,123452670,108929260,66392673.0,51869263.0,10.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,119653960,102706243,62593963.0,45646246.0,11.0,8,,,,,,,,,,,,,,,
2015.0,7.0,57059997.0,122195347,107178315,65135350.0,50118318.0,12.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,75870445,71746172,16705642.0,20829915.0,5.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,71428541,65747999,21147546.0,26828088.0,6.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,72586520,63919652,19989567.0,28656435.0,7.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,75341654,68788506,17234433.0,23787581.0,8.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,80313503,67552209,12262584.0,25023878.0,9.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,79741234,66939401,12834853.0,25636686.0,10.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,73882434,72965503,18693653.0,19610584.0,11.0,8,,,,,,,,,,,,,,,
2015.0,8.0,92576087.0,82438654,71391889,10137433.0,21184198.0,12.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,85778527,76758797,71385277.0,80405007.0,5.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,76748630,79262507,80415174.0,77901297.0,6.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,83683230,71070983,73480574.0,86092821.0,7.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,75208524,78224417,81955280.0,78939387.0,8.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,77845765,76938844,79318039.0,80224960.0,9.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,83514197,75082911,73649607.0,82080893.0,10.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,83779867,78267832,73383937.0,78895972.0,11.0,8,,,,,,,,,,,,,,,
2015.0,9.0,157163804.0,88239920,77720037,68923884.0,79443767.0,12.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,141252167,144546414,68900122.0,72194369.0,5.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,146484436,148547429,74132391.0,76195384.0,6.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,144582195,147787906,72230150.0,75435861.0,7.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,134726195,143183354,62374150.0,70831309.0,8.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,144474187,143976150,72122142.0,71624105.0,9.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,147233094,147360429,74881049.0,75008384.0,10.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,143138714,148645876,70786669.0,76293831.0,11.0,8,,,,,,,,,,,,,,,
2015.0,10.0,72352045.0,139156651,149926594,66804606.0,77574549.0,12.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,96443832,102067228,49735957.0,55359353.0,5.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,97218102,107503691,50510227.0,60795816.0,6.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,98861678,105578189,52153803.0,58870314.0,7.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,105104329,113165408,58396454.0,66457533.0,8.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,104543816,118163198,57835941.0,71455323.0,9.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,94269221,109058206,47561346.0,62350331.0,10.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,100132504,104542779,53424629.0,57834904.0,11.0,8,,,,,,,,,,,,,,,
2015.0,11.0,46707875.0,96899646,101435369,50191771.0,54727494.0,12.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,58745233,63480809,7584667.0,2849091.0,5.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,63453086,67501356,2876814.0,1171456.0,6.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,70030449,64529636,3700549.0,1800264.0,7.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,65924442,72355603,405458.0,6025703.0,8.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,71356336,66203538,5026436.0,126362.0,9.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,64529082,59246457,1800818.0,7083443.0,10.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,67034419,69039992,704519.0,2710092.0,11.0,8,,,,,,,,,,,,,,,
2015.0,12.0,66329900.0,61934798,65320206,4395102.0,1009694.0,12.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,42902519,57550899,38300304.0,52948684.0,5.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,52924660,60877493,48322445.0,56275278.0,6.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,49472700,58233235,44870485.0,53631020.0,7.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,53322184,57794554,48719969.0,53192339.0,8.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,53753491,60609145,49151276.0,56006930.0,9.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,52100084,59696502,47497869.0,55094287.0,10.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,45260326,63442987,40658111.0,58840772.0,11.0,8,,,,,,,,,,,,,,,
2016.0,1.0,4602215.0,44067173,55161053,39464958.0,50558838.0,12.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,41757442,53867460,8952966.0,3157052.0,5.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,39967240,51434984,10743168.0,724576.0,6.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,46052926,56546895,4657482.0,5836487.0,7.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,45129842,48256762,5580566.0,2453646.0,8.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,50146467,48283509,563941.0,2426899.0,9.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,48733879,51911983,1976529.0,1201575.0,10.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,56231699,54640923,5521291.0,3930515.0,11.0,8,,,,,,,,,,,,,,,
2016.0,2.0,50710408.0,50454839,50472984,255569.0,237424.0,12.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,38439022,80222251,29481978.0,71265207.0,5.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,37488654,76171313,28531610.0,67214269.0,6.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,39178700,74112849,30221656.0,65155805.0,7.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,49949492,80457677,40992448.0,71500633.0,8.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,46784240,75829037,37827196.0,66871993.0,9.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,39786441,81927218,30829397.0,72970174.0,10.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,46797344,71867572,37840300.0,62910528.0,11.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,47681920,73224929,38724876.0,64267885.0,12.0,8,,,,,,,,,,,,,,,
2016.0,6.0,8957044.0,42622460,76757709,33665416.0,67800665.0,13.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,82604510,64098876,67998509.0,86504143.0,5.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,79909502,59489777,70693517.0,91113242.0,6.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,77668711,61495763,72934308.0,89107256.0,7.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,77452589,55331558,73150430.0,95271461.0,8.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,78733036,53716734,71869983.0,96886285.0,9.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,77578276,53178941,73024743.0,97424078.0,10.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,72219908,58366914,78383111.0,92236105.0,11.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,76588911,57732229,74014108.0,92870790.0,12.0,8,,,,,,,,,,,,,,,
2016.0,7.0,150603019.0,80760684,63243553,69842335.0,87359466.0,13.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,130223277,71159733,42043723.0,17019821.0,5.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,111985167,77091933,23805613.0,11087621.0,6.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,110006117,91125104,21826563.0,2945550.0,7.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,115491418,77282068,27311864.0,10897486.0,8.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,109280047,73921088,21100493.0,14258466.0,9.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,113089086,65431375,24909532.0,22748179.0,10.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,108062525,75576696,19882971.0,12602858.0,11.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,103267655,79168272,15088101.0,9011282.0,12.0,8,,,,,,,,,,,,,,,
2016.0,8.0,88179554.0,112292854,80435572,24113300.0,7743982.0,13.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,87036549,107466109,36600654.0,57030214.0,5.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,88641956,111550597,38206061.0,61114702.0,6.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,82175472,106312702,31739577.0,55876807.0,7.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,85833534,104954720,35397639.0,54518825.0,8.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,87085293,109172368,36649398.0,58736473.0,9.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,83386892,110715020,32950997.0,60279125.0,10.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,84974307,99493325,34538412.0,49057430.0,11.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,94290249,116768875,43854354.0,66332980.0,12.0,8,,,,,,,,,,,,,,,
2016.0,9.0,50435895.0,91974363,121408172,41538468.0,70972277.0,13.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,24976829,94275379,30951921.0,38346629.0,5.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,20925809,94715254,35002941.0,38786504.0,6.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,30433092,89629933,25495658.0,33701183.0,7.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,35841913,94972733,20086837.0,39043983.0,8.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,40992385,95214148,14936365.0,39285398.0,9.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,49164245,84478150,6764505.0,28549400.0,10.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,40957453,81184520,14971297.0,25255770.0,11.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,50716014,85041958,5212736.0,29113208.0,12.0,8,,,,,,,,,,,,,,,
2016.0,10.0,55928750.0,41830191,97271780,14098559.0,41343030.0,13.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,109232963,55830769,103487032.0,50084838.0,5.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,100126129,58517674,94380198.0,52771743.0,6.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,99507966,57780558,93762035.0,52034627.0,7.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,91665144,61102026,85919213.0,55356095.0,8.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,97333821,59646742,91587890.0,53900811.0,9.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,98714217,58950083,92968286.0,53204152.0,10.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,92095581,57278111,86349650.0,51532180.0,11.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,83631615,52806781,77885684.0,47060850.0,12.0,8,,,,,,,,,,,,,,,
2016.0,11.0,5745931.0,94035868,64547521,88289937.0,58801590.0,13.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,171179309,166760185,132552739.0,128133615.0,5.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,173972310,166013828,135345740.0,127387258.0,6.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,191951548,182473346,153324978.0,143846776.0,7.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,166025551,203172933,127398981.0,164546363.0,8.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,194961065,161882670,156334495.0,123256100.0,9.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,202294770,185129909,163668200.0,146503339.0,10.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,185215007,183782428,146588437.0,145155858.0,11.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,188672008,178481550,150045438.0,139854980.0,12.0,8,,,,,,,,,,,,,,,
2017.0,2.0,38626570.0,190972306,176568015,152345736.0,137941445.0,13.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,124764370,107717487,59634372.0,42587489.0,5.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,130240305,112465529,65110307.0,47335531.0,6.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,135565689,109271041,70435691.0,44141043.0,7.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,145027730,130662512,79897732.0,65532514.0,8.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,127562128,116588512,62432130.0,51458514.0,9.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,128574546,111480050,63444548.0,46350052.0,10.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,110955906,96200415,45825908.0,31070417.0,11.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,117068825,93748115,51938827.0,28618117.0,12.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,128557530,97595417,63427532.0,32465419.0,13.0,8,,,,,,,,,,,,,,,
2017.0,3.0,65129998.0,118142119,116319273,53012121.0,51189275.0,14.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,92402449,95146134,48679431.0,51423116.0,5.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,96145466,95532835,52422448.0,51809817.0,6.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,107481717,86620938,63758699.0,42897920.0,7.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,93951777,104672598,50228759.0,60949580.0,8.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,105741906,72181750,62018888.0,28458732.0,9.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,96053939,82917459,52330921.0,39194441.0,10.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,92288067,76286959,48565049.0,32563941.0,11.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,96110201,85822927,52387183.0,42099909.0,12.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,84131555,82879945,40408537.0,39156927.0,13.0,8,,,,,,,,,,,,,,,
2017.0,4.0,43723018.0,95365928,97442255,51642910.0,53719237.0,14.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,65215922,68905336,6253153.0,2563739.0,5.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,70437666,79711482,1031409.0,8242407.0,6.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,62459538,82580881,9009537.0,11111806.0,7.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,60269181,79422113,11199894.0,7953038.0,8.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,51535859,85223628,19933216.0,13754553.0,9.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,65217341,62461264,6251734.0,9007811.0,10.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,65117669,77411536,6351406.0,5942461.0,11.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,76561406,77904282,5092331.0,6435207.0,12.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,72494176,75235317,1025101.0,3766242.0,13.0,8,,,,,,,,,,,,,,,
2017.0,5.0,71469075.0,63420380,66875182,8048695.0,4593893.0,14.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,75326589,57712138,10486276.0,7128175.0,5.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,62499270,72525226,2341043.0,7684913.0,6.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,64470322,67118193,369991.0,2277880.0,7.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,67061541,68032487,2221228.0,3192174.0,8.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,63079203,62112530,1761110.0,2727783.0,9.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,65914722,61749822,1074409.0,3090491.0,10.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,60285853,57923828,4554460.0,6916485.0,11.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,72707347,67083959,7867034.0,2243646.0,12.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,66274363,60605359,1434050.0,4234954.0,13.0,8,,,,,,,,,,,,,,,
2017.0,6.0,64840313.0,69276548,68524628,4436235.0,3684315.0,14.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,82265676,113543097,8808926.0,22468495.0,5.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,91988928,108742256,914326.0,17667654.0,6.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,84694106,110159933,6380496.0,19085331.0,7.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,76018459,109296305,15056143.0,18221703.0,8.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,78984370,114656895,12090232.0,23582293.0,9.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,87068482,111139456,4006120.0,20064854.0,10.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,88445643,107837641,2628959.0,16763039.0,11.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,80738269,99389500,10336333.0,8314898.0,12.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,82159024,111819277,8915578.0,20744675.0,13.0,8,,,,,,,,,,,,,,,
2017.0,7.0,91074602.0,82364924,112171941,8709678.0,21097339.0,14.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,74878940,79654375,69807313.0,65031878.0,5.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,72401626,78824422,72284627.0,65861831.0,6.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,75340086,82330790,69346167.0,62355463.0,7.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,75532230,81570529,69154023.0,63115724.0,8.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,76606552,76477767,68079701.0,68208486.0,9.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,75539016,84178586,69147237.0,60507667.0,10.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,70774135,81461787,73912118.0,63224466.0,11.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,79848506,79256384,64837747.0,65429869.0,12.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,75904139,78944053,68782114.0,65742200.0,13.0,8,,,,,,,,,,,,,,,
2017.0,8.0,144686253.0,77734726,79804490,66951527.0,64881763.0,14.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,109996441,94287989,16703963.0,32412415.0,5.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,116630005,104215790,10070399.0,22484614.0,6.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,98972927,105600375,27727477.0,21100029.0,7.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,107452970,98350213,19247434.0,28350191.0,8.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,106991500,88588653,19708904.0,38111751.0,9.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,110044685,106547194,16655719.0,20153210.0,10.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,95916612,99919777,30783792.0,26780627.0,11.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,103952766,105598756,22747638.0,21101648.0,12.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,105510748,105651408,21189656.0,21048996.0,13.0,8,,,,,,,,,,,,,,,
2017.0,9.0,126700404.0,106393934,92445872,20306470.0,34254532.0,14.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,107150384,106460954,22991482.0,22302052.0,5.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,109444935,102526492,25286033.0,18367590.0,6.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,107989373,109216069,23830471.0,25057167.0,7.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,110784974,107024603,26626072.0,22865701.0,8.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,110844494,104418855,26685592.0,20259953.0,9.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,102416586,106508933,18257684.0,22350031.0,10.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,110509549,110613478,26350647.0,26454576.0,11.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,109030590,104058798,24871688.0,19899896.0,12.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,104615134,113613057,20456232.0,29454155.0,13.0,8,,,,,,,,,,,,,,,
2017.0,10.0,84158902.0,102266012,105970702,18107110.0,21811800.0,14.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,107749582,89243084,49195658.0,30689160.0,5.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,93479642,90361706,34925718.0,31807782.0,6.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,93253666,87164173,34699742.0,28610249.0,7.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,95044884,87135363,36490960.0,28581439.0,8.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,99167133,92477113,40613209.0,33923189.0,9.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,96114268,95514714,37560344.0,36960790.0,10.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,92644853,88509510,34090929.0,29955586.0,11.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,96923537,91231556,38369613.0,32677632.0,12.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,96539781,85972242,37985857.0,27418318.0,13.0,8,,,,,,,,,,,,,,,
2017.0,11.0,58553924.0,91291411,87790866,32737487.0,29236942.0,14.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,78147000,73313273,54650201.0,59483928.0,5.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,83227301,68587033,49569900.0,64210168.0,6.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,67583418,66008653,65213783.0,66788548.0,7.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,73977042,71664455,58820159.0,61132746.0,8.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,77941458,70245107,54855743.0,62552094.0,9.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,76597010,67718769,56200191.0,65078432.0,10.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,80321407,65213224,52475794.0,67583977.0,11.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,78500280,65539190,54296921.0,67258011.0,12.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,74493101,67328828,58304100.0,65468373.0,13.0,8,,,,,,,,,,,,,,,
2017.0,12.0,132797201.0,79246065,69364790,53551136.0,63432411.0,14.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,130750668,173801548,63805755.0,106856635.0,5.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,120230326,164142895,53285413.0,97197982.0,6.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,107304023,165694929,40359110.0,98750016.0,7.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,116455155,160786827,49510242.0,93841914.0,8.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,129968642,154649696,63023729.0,87704783.0,9.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,129030198,166269618,62085285.0,99324705.0,10.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,114613458,152804127,47668545.0,85859214.0,11.0,8,,,,,,,,,,,,,,,
2018.0,1.0,66944913.0,107465213,159641608,40520300.0,92696695.0,12.0,8,,,,,,,,,,,,,,,
